iter	MultiClass
135	1.130928481
136	1.129623316
137	1.128000577
138	1.127413687
139	1.126599707
140	1.12586214
141	1.124703018
142	1.124370248
143	1.124128796
144	1.123217309
145	1.122157687
146	1.121324327
147	1.120750049
148	1.119630351
149	1.118834049
150	1.118046343
151	1.116858944
152	1.116235791
153	1.115625005
154	1.114202317
155	1.112994053
156	1.111976259
157	1.111127925
158	1.110846269
159	1.110509942
160	1.109995733
161	1.109833463
162	1.1090058
163	1.10861065
164	1.108128458
165	1.107644507
166	1.10654132
167	1.105631149
168	1.10512023
169	1.104210739
170	1.103326767
171	1.102812517
172	1.102087364
173	1.101561075
174	1.100379411
175	1.099834605
176	1.098886632
177	1.098400269
178	1.098015
179	1.097661112
180	1.097512248
181	1.097151502
182	1.096587481
183	1.096086508
184	1.094684044
185	1.094430735
186	1.093705694
187	1.093132422
188	1.092543872
189	1.09202088
190	1.091261205
191	1.090900518
192	1.090185514
193	1.08971064
194	1.089336677
195	1.08890379
196	1.088238328
197	1.088108084
198	1.087057945
199	1.08664399
200	1.086106034
201	1.085291207
202	1.084486507
203	1.083934812
204	1.083770302
205	1.082361386
206	1.082164806
207	1.081720813
208	1.080881719
209	1.080089643
210	1.079600641
211	1.07948631
212	1.07906738
213	1.07828549
214	1.077705663
215	1.077376285
216	1.077031308
217	1.076551326
218	1.076216143
219	1.075992221
220	1.075760842
221	1.075353415
222	1.075066645
223	1.07481251
224	1.074382603
225	1.074113269
226	1.073609662
227	1.073171087
228	1.07254838
229	1.072011478
230	1.071194022
231	1.071027997
232	1.070085833
233	1.070076476
234	1.069788737
235	1.069641316
236	1.069275725
237	1.068772703
238	1.067583794
239	1.06638046
240	1.065962379
241	1.065484861
242	1.064626484
243	1.063887516
244	1.063592953
245	1.063143303
246	1.062105568
247	1.061931752
248	1.061360383
249	1.061110996
250	1.060234353
251	1.059828721
252	1.059451872
253	1.059395574
254	1.058690591
255	1.058410671
256	1.057725327
257	1.057140651
258	1.057012071
259	1.056315351
260	1.05596363
261	1.055339179
262	1.055175843
263	1.054265346
264	1.053974552
265	1.053574828
266	1.05318493
267	1.052760167
268	1.052416737
269	1.051990974
270	1.051505027
271	1.051009443
272	1.050910002
273	1.050624065
274	1.050028247
275	1.049476186
276	1.048864395
277	1.048298852
278	1.048195212
279	1.048030848
280	1.047620766
281	1.047338298
282	1.04687437
283	1.046861305
284	1.046652961
285	1.046518841
286	1.045705946
287	1.045334031
288	1.044895831
289	1.044770408
290	1.044029598
291	1.043688343
292	1.043239006
293	1.042490426
294	1.042027636
295	1.041695151
296	1.041370002
297	1.040956133
298	1.040817019
299	1.040680114
300	1.040647717
301	1.040346563
302	1.040215858
303	1.039877733
304	1.039160284
305	1.038861004
306	1.038650744
307	1.037977535
308	1.037785331
309	1.037567001
310	1.03719556
311	1.036853757
312	1.03628184
313	1.03597718
314	1.035633416
315	1.035097193
316	1.034654204
317	1.034347324
318	1.034146235
319	1.033920698
320	1.03317749
321	1.032901512
322	1.032901441
323	1.032409203
324	1.032006125
325	1.031662288
326	1.031343767
327	1.031259488
328	1.031012544
329	1.030599924
330	1.02999197
331	1.029731352
332	1.029464209
333	1.029120059
334	1.028836276
335	1.028737952
336	1.028508605
337	1.028247942
338	1.027854009
339	1.027198593
340	1.026637926
341	1.026416025
342	1.026068152
343	1.025818539
344	1.02550358
345	1.025291282
346	1.025088234
347	1.024841406
348	1.02415153
349	1.023876294
350	1.0238755
351	1.023767354
352	1.023513944
353	1.022981603
354	1.02238897
355	1.022140766
356	1.021502348
357	1.021252281
358	1.021049503
359	1.020544113
360	1.020255735
361	1.019873329
362	1.01951123
363	1.019332056
364	1.018987991
365	1.018541436
366	1.018477977
367	1.01765964
368	1.017268275
369	1.017040094
370	1.016377688
371	1.016245095
372	1.015553413
373	1.015126096
374	1.014770178
375	1.014643094
376	1.014245322
377	1.013910405
378	1.013825124
379	1.012946918
380	1.01285171
381	1.012606836
382	1.012458926
383	1.012245959
384	1.011800446
385	1.011135289
386	1.010615702
387	1.010454335
388	1.010240398
389	1.009435361
390	1.009165148
391	1.008818008
392	1.008482759
393	1.00787952
394	1.007298904
395	1.007199833
396	1.006849738
397	1.006710291
398	1.006270515
399	1.006080267
400	1.005788616
401	1.005692452
402	1.004778588
403	1.004371052
404	1.003953197
405	1.003438639
406	1.003116955
407	1.002763009
408	1.002559216
409	1.002163429
410	1.002005317
411	1.001718302
412	1.001501784
413	1.001336714
414	1.00122498
415	1.001218876
416	1.001042857
417	1.000892345
418	1.000571931
419	1.000508064
420	1.00038556
421	1.000016251
422	0.9996845711
423	0.9994183383
424	0.9987146108
425	0.9984093606
426	0.9980625809
427	0.9977754777
428	0.9973730606
429	0.9969731301
430	0.9966059374
431	0.9963442172
432	0.9958615461
433	0.9955981286
434	0.9953901795
435	0.9945103687
436	0.9940732789
437	0.9935728016
438	0.9931865865
439	0.9929576426
440	0.9924580427
441	0.9920909688
442	0.9918133526
443	0.9910748389
444	0.9905400649
445	0.9901066067
446	0.9900498944
447	0.9896319214
448	0.9895638713
449	0.9892952686
450	0.988604749
451	0.9882916126
452	0.9878686753
453	0.9875773316
454	0.9873320251
455	0.9868355757
456	0.9860759794
457	0.9859227211
458	0.9855639713
459	0.9853583329
460	0.9850917879
461	0.9847427341
462	0.9845207465
463	0.9842074419
464	0.98391645
465	0.9837438679
466	0.9836097286
467	0.983198252
468	0.98269292
469	0.9816675095
470	0.9808242228
471	0.9805886605
472	0.9799964475
473	0.9793500055
474	0.9789939024
475	0.9787768436
476	0.9785404044
477	0.9778567416
478	0.977621472
479	0.9773853721
480	0.9773005114
481	0.9769005299
482	0.9764637712
483	0.9758588332
484	0.9754986654
485	0.9750383878
486	0.9747456121
487	0.9743754478
488	0.9742124522
489	0.9735405256
490	0.9734370677
491	0.9732354703
492	0.9730859533
493	0.9727481726
494	0.9720249625
495	0.9716693204
496	0.9713316945
497	0.9711435909
498	0.9708359296
499	0.9703851389
500	0.9697376901
501	0.9692850367
502	0.968647127
503	0.9682993252
504	0.9679377393
505	0.9676282202
506	0.9673668905
507	0.9668906815
508	0.9664469491
509	0.9659019095
510	0.9652920858
511	0.9644625029
512	0.9638169681
513	0.9633729188
514	0.9631933354
515	0.9628609481
516	0.9625727611
517	0.9622948318
518	0.9616154989
519	0.9612828252
520	0.960970577
521	0.960280722
522	0.9600231302
523	0.9594597951
524	0.9588541563
525	0.9584493231
526	0.958200084
527	0.9578317323
528	0.9574476581
529	0.9568841672
530	0.9561660102
531	0.9556507766
532	0.9553002023
533	0.9551220859
534	0.9543369297
535	0.9537418086
536	0.9533721558
537	0.9529666518
538	0.9528148995
539	0.9526538032
540	0.9523494098
541	0.9518422273
542	0.951053106
543	0.9499755542
544	0.9492159073
545	0.9490629265
546	0.9486844403
547	0.948069283
548	0.9474981353
549	0.9469245482
550	0.9465156563
551	0.9460315106
552	0.9454774757
553	0.9451078738
554	0.9444668658
555	0.9440746661
556	0.9434511652
557	0.9426914805
558	0.9419559005
559	0.9414764477
560	0.9411290231
561	0.9409001505
562	0.9404376841
563	0.9400053529
564	0.9391832342
565	0.938592635
566	0.9379516384
567	0.9374431263
568	0.9371802342
569	0.9367407068
570	0.9359699879
571	0.9358320214
572	0.9356029935
573	0.9351817349
574	0.9347228643
575	0.9342247982
576	0.9336795028
577	0.9332303125
578	0.9325112648
579	0.9321024091
580	0.9319050498
581	0.9312385106
582	0.9308790078
583	0.9303739474
584	0.930021792
585	0.9296911328
586	0.9290320419
587	0.9286048333
588	0.9281969028
589	0.9280425131
590	0.9277053953
591	0.9271391558
592	0.9265949937
593	0.9261641422
594	0.9259027704
595	0.9253955983
596	0.9248546325
597	0.9245417288
598	0.9240037135
599	0.9232963168
600	0.9228117601
601	0.9224888503
602	0.9223050304
603	0.9220285648
604	0.9213148147
605	0.9207962148
606	0.9202295843
607	0.9195326018
608	0.9192254342
609	0.9184158182
610	0.9180174808
611	0.9175455473
612	0.9170896661
613	0.9162457976
614	0.9158623022
615	0.9155446696
616	0.9151585085
617	0.914691798
618	0.9141712033
619	0.9138948629
620	0.9133526105
621	0.9127123145
622	0.912302657
623	0.9120538152
624	0.911701055
625	0.9112146948
626	0.9106416329
627	0.910293754
628	0.9098233087
629	0.9094146128
630	0.9089668532
631	0.9085983571
632	0.90806363
633	0.907687006
634	0.9070722085
635	0.9066152128
636	0.9060627193
637	0.9055872662
638	0.9051196736
639	0.9049122115
640	0.9046445549
641	0.9039371364
642	0.9036210813
643	0.9034196672
644	0.9029706846
645	0.9024516291
646	0.9022784929
647	0.9018970178
648	0.901478987
649	0.9009730667
650	0.9007080806
651	0.9000008646
652	0.8994460149
653	0.899047988
654	0.8987641218
655	0.8985029362
656	0.8979627396
657	0.8974335198
658	0.8970382179
659	0.8963441909
660	0.8958845171
661	0.8951209567
662	0.8945853102
663	0.8939946698
664	0.8935879663
665	0.8932792332
666	0.8928554773
667	0.8924987893
668	0.8918585672
669	0.8915284388
670	0.8909218398
671	0.8904289527
672	0.8901014271
673	0.8897898894
674	0.8895180413
675	0.8891950602
676	0.8887255174
677	0.8882249789
678	0.8879593916
679	0.8872907782
680	0.8868770105
681	0.8863843209
682	0.8859158107
683	0.8855285068
684	0.8853207734
685	0.8850732558
686	0.884837533
687	0.8842776651
688	0.8837472131
689	0.8832452715
690	0.882802001
691	0.8824620211
692	0.8821063
693	0.8817961598
694	0.8815784995
695	0.8813809319
696	0.880856903
697	0.8804510744
698	0.8801771757
699	0.8800187871
700	0.8793895096
701	0.8792074043
702	0.8787849004
703	0.8783408758
704	0.8780376498
705	0.8777755925
706	0.8775086084
707	0.8772307637
708	0.877004049
709	0.8767072759
710	0.8765391754
711	0.8760396538
712	0.8756194325
713	0.8753822048
714	0.8751440501
715	0.8749421058
716	0.8744565496
717	0.8739925837
718	0.8737855297
719	0.8734576282
720	0.8732159933
721	0.8727259311
722	0.8721938698
723	0.8720038503
724	0.8716126365
725	0.8708644554
726	0.870530727
727	0.8702330766
728	0.869865499
729	0.8695163789
730	0.8691973073
731	0.8688404347
732	0.8686609449
733	0.8683053281
734	0.8679341803
735	0.8675229284
736	0.8671068575
737	0.8667305878
738	0.8665004197
739	0.8660471857
740	0.8658040786
741	0.8655994188
742	0.8653141881
743	0.8652089941
744	0.8648367119
745	0.8644748978
746	0.8640855809
747	0.8638925051
748	0.8634734405
749	0.8630298654
750	0.8627540232
751	0.8622961891
752	0.8618850094
753	0.8616460847
754	0.8609602165
755	0.8604634966
756	0.8602419149
757	0.8597759031
758	0.8594643584
759	0.8592440214
760	0.8589166297
761	0.8584329491
762	0.8578666849
763	0.8576081943
764	0.8571846536
765	0.8567589858
766	0.8564187537
767	0.8559883285
768	0.8558488058
769	0.8552908002
770	0.8550630403
771	0.8545719494
772	0.8542331048
773	0.8538650544
774	0.8534915891
775	0.8533908237
776	0.853066682
777	0.8527667188
778	0.852399673
779	0.8520168424
780	0.8517104848
781	0.8513328964
782	0.8510044731
783	0.8505889857
784	0.8501934663
785	0.849582898
786	0.8492155835
787	0.8490733062
788	0.8487344174
789	0.8483546738
790	0.8478770882
791	0.8476074714
792	0.8472538201
793	0.846891965
794	0.8462138711
795	0.8461226299
796	0.8459953383
797	0.8455130735
798	0.8450452048
799	0.8445193586
800	0.8441410778
801	0.8439042416
802	0.8436772053
803	0.8433480358
804	0.8431014292
805	0.8427774952
806	0.8425279687
807	0.8420007824
808	0.841771175
809	0.8413728306
810	0.8407594786
811	0.8404802159
812	0.8402155325
813	0.8401177278
814	0.8397423003
815	0.8394180944
816	0.8390413286
817	0.8387585731
818	0.8384435386
819	0.8381762505
820	0.8378674374
821	0.8374560668
822	0.8370261145
823	0.8364462497
824	0.8361695125
825	0.8360181094
826	0.83577769
827	0.8355032962
828	0.8352902559
829	0.8348163719
830	0.8344419517
831	0.8343433141
832	0.8341553438
833	0.8337971678
834	0.833413376
835	0.8330614737
836	0.8328404765
837	0.8323449852
838	0.8320892631
839	0.8315833369
840	0.8312473226
841	0.8309962701
842	0.8306853841
843	0.8302940328
844	0.8299662813
845	0.8299357495
846	0.829670149
847	0.8293626966
848	0.8290227635
849	0.8286993304
850	0.8285207424
851	0.8283874379
852	0.8281177142
853	0.8278455174
854	0.8276313294
855	0.8272825927
856	0.8269730532
857	0.8266795327
858	0.8264895988
859	0.8262601655
860	0.8258152401
861	0.8256707937
862	0.8252778552
863	0.8250319436
864	0.8247359044
865	0.824509481
866	0.8243370335
867	0.8240304138
868	0.8237018412
869	0.8235474803
870	0.8233650078
871	0.8230175795
872	0.8227470596
873	0.8225384985
874	0.8223846095
875	0.8219173959
876	0.8215002291
877	0.8209750551
878	0.8206368012
879	0.820311618
880	0.8201374618
881	0.8199668805
882	0.8196865191
883	0.8193712449
884	0.8190101886
885	0.8187076847
886	0.8183119857
887	0.8179877669
888	0.81774824
889	0.8172344899
890	0.8167243824
891	0.8164930085
892	0.8163191587
893	0.8160206085
894	0.8156143374
895	0.8154225428
896	0.8150764563
897	0.8149157287
898	0.8146432017
899	0.8142373971
900	0.8139296674
901	0.8137673084
902	0.81336802
903	0.8131285355
904	0.8129425554
905	0.8125986705
906	0.8124360348
907	0.8121764439
908	0.8119115244
909	0.8116527876
910	0.8114259276
911	0.8112934941
912	0.8110816223
913	0.8108002523
914	0.8104701368
915	0.8102821066
916	0.8099987123
917	0.8097411542
918	0.8095493778
919	0.8091285575
920	0.80883851
921	0.8086340491
922	0.8086021563
923	0.8080947236
924	0.8079614957
925	0.8077572537
926	0.807575457
927	0.8074195181
928	0.8073859372
929	0.8071844093
930	0.8069524835
931	0.8067238289
932	0.8063644369
933	0.8061085905
934	0.805785266
935	0.805612583
936	0.8052047227
937	0.8049599345
938	0.8048863305
939	0.8046804917
940	0.8044744071
941	0.8041612523
942	0.8039302717
943	0.8037843413
944	0.803538484
945	0.8032553966
946	0.8028738417
947	0.8025070248
948	0.8022352012
949	0.8020685279
950	0.8018932204
951	0.8016495902
952	0.8011130332
953	0.8007471968
954	0.8005435921
955	0.80041986
956	0.8003246565
957	0.8000815969
958	0.7999315116
959	0.799615976
960	0.799347099
961	0.7990215997
962	0.7986590306
963	0.7985400166
964	0.7984289568
965	0.7982167319
966	0.7978248944
967	0.7974911889
968	0.7973502658
969	0.7969395569
970	0.7965915007
971	0.7963970392
972	0.7960139741
973	0.7959264746
974	0.7957128192
975	0.79540024
976	0.7952687306
977	0.7948853952
978	0.7947479478
979	0.794415472
980	0.7941692676
981	0.7937698115
982	0.7934282494
983	0.7933369956
984	0.793141491
985	0.7930287329
986	0.7928929882
987	0.7927827258
988	0.7926834988
989	0.7924884745
990	0.792462759
991	0.7923432693
992	0.7922840809
993	0.7919296806
994	0.7915339537
995	0.7914589181
996	0.7914052871
997	0.7912030564
998	0.7910749928
999	0.7906010338
1000	0.7904235224
1001	0.790269296
1002	0.7899920531
1003	0.789830077
1004	0.7894479818
1005	0.7891835841
1006	0.7889585116
1007	0.7887297071
1008	0.7883706266
1009	0.7881672368
1010	0.7880867386
1011	0.7879858087
1012	0.7878170967
1013	0.7876936518
1014	0.7875044662
1015	0.7872212996
1016	0.7871864715
1017	0.7869497217
1018	0.7865833666
1019	0.7864068437
1020	0.7861674882
1021	0.7859876885
1022	0.7856715101
1023	0.7854217095
1024	0.7852161391
1025	0.7848341217
1026	0.7844429428
1027	0.7841870613
1028	0.7837733228
1029	0.7835496244
1030	0.7833639242
1031	0.7831849371
1032	0.782968824
1033	0.782803699
1034	0.7825638331
1035	0.7824209759
1036	0.7821570212
1037	0.7819672419
1038	0.7817471634
1039	0.7814376138
1040	0.781336841
1041	0.7810984357
1042	0.7807752755
1043	0.7805214334
1044	0.7803244228
1045	0.7799366545
1046	0.7797103394
1047	0.7795631943
1048	0.7793612684
1049	0.7792874773
1050	0.7789793759
1051	0.778780437
1052	0.7785510153
1053	0.7782847531
1054	0.7781303042
1055	0.7779919154
1056	0.7776772061
1057	0.7774954687
1058	0.7773355723
1059	0.7772576185
1060	0.7770212627
1061	0.7767435986
1062	0.7766143105
1063	0.776570617
1064	0.7762361267
1065	0.7759845261
1066	0.7759250165
1067	0.7758590338
1068	0.7756084951
1069	0.7753209677
1070	0.7751791296
1071	0.7749646487
1072	0.7747674646
1073	0.7746527765
1074	0.7744695588
1075	0.7743416259
1076	0.7742886544
1077	0.7742337877
1078	0.7741133123
1079	0.7739102488
1080	0.7738161431
1081	0.773649048
1082	0.7733700759
1083	0.7731912427
1084	0.7729929414
1085	0.7729080313
1086	0.7726658205
1087	0.7724539864
1088	0.7723419847
1089	0.7721361411
1090	0.7718148803
1091	0.7713671774
1092	0.7712723633
1093	0.7711860237
1094	0.7708548252
1095	0.7706803266
1096	0.770519543
1097	0.770425962
1098	0.7700583564
1099	0.7699447343
1100	0.7696748812
1101	0.769626489
1102	0.7690692763
1103	0.7687699911
1104	0.7685336926
1105	0.7684184286
1106	0.7683209118
1107	0.7680246129
1108	0.7678691016
1109	0.7676900871
1110	0.7674387965
1111	0.7670980521
1112	0.7668379744
1113	0.7667965651
1114	0.7664524887
1115	0.7664179114
1116	0.7662102165
1117	0.7661844636
1118	0.7660150857
1119	0.765911133
1120	0.7656360676
1121	0.765504836
1122	0.7652277829
1123	0.7651220367
1124	0.7649930387
1125	0.7648347993
1126	0.764802397
1127	0.7645589059
1128	0.7643069886
1129	0.7640571008
1130	0.7639318248
1131	0.7638327389
1132	0.7635857416
1133	0.763192668
1134	0.7630327721
1135	0.7628725646
1136	0.7624407223
1137	0.7623672135
1138	0.762233737
1139	0.7621378772
1140	0.7619374116
1141	0.7618851912
1142	0.7618002897
1143	0.7616047885
1144	0.7615383482
1145	0.7612924804
1146	0.7611070785
1147	0.7608195038
1148	0.7606664154
1149	0.7604386403
1150	0.7603378887
1151	0.7600632557
1152	0.7599463936
1153	0.7597356347
1154	0.7594509181
1155	0.7593470821
1156	0.7592184877
1157	0.7588819515
1158	0.7585917821
1159	0.7583531646
1160	0.7581309841
1161	0.7577852938
1162	0.7576421127
1163	0.757601469
1164	0.7573835179
1165	0.7572186106
1166	0.7569203535
1167	0.7567405374
1168	0.756579138
1169	0.7564749773
1170	0.7562343552
1171	0.7561166835
1172	0.7560028667
1173	0.7558380018
1174	0.755741989
1175	0.7556166828
1176	0.7554686898
1177	0.7552528204
1178	0.7552026331
1179	0.7551122668
1180	0.7549899105
1181	0.7548953673
1182	0.7547216727
1183	0.7545742067
1184	0.7544622835
1185	0.7542256733
1186	0.7539897853
1187	0.753742372
1188	0.7536304118
1189	0.7535166732
1190	0.7533592193
1191	0.7531876084
1192	0.7529824743
1193	0.7528537842
1194	0.7527770025
1195	0.7527036887
1196	0.7524827006
1197	0.7523696355
1198	0.7522164837
1199	0.7520889173
1200	0.7518250372
1201	0.7516339269
1202	0.7514266948
1203	0.7511379453
1204	0.750946023
1205	0.7506783985
1206	0.7505343611
1207	0.7504694029
